Date,Close,High,Low,Open,Volume
1980-12-12,0.09883444011211395,0.09926413122181309,0.09883444011211395,0.09883444011211395,469033600
1980-12-15,0.09367822110652924,0.09410791237286842,0.09367822110652924,0.09410791237286842,175884800
1980-12-16,0.0868024155497551,0.08723210096792319,0.0868024155497551,0.08723210096792319,105728000
1980-12-17,0.08895087242126465,0.08938056366518703,0.08895087242126465,0.08895087242126465,86441600
1980-12-18,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600
1980-12-19,0.09711572527885437,0.09754541655726472,0.09711572527885437,0.09711572527885437,48630400
1980-12-22,0.10184226185083389,0.10227272174263752,0.10184226185083389,0.10184226185083389,37363200
1980-12-23,0.10614001005887985,0.10656970156604204,0.10614001005887985,0.10614001005887985,46950400
1980-12-24,0.11172585934400558,0.11215555044394408,0.11172585934400558,0.11172585934400558,48003200
1980-12-26,0.12203922122716904,0.12246891259304743,0.12203922122716905,0.12203922122716905,55574400
1980-12-29,0.1237579807639122,0.124187672149053,0.1237579807639122,0.1237579807639122,93161600
1980-12-30,0.1207500696182251,0.12117974919280004,0.1207500696182251,0.12117974919280004,68880000
1980-12-31,0.11731260269880295,0.11774229388913246,0.11731260269880295,0.11774229388913246,35750400
1981-01-02,0.11860161274671555,0.11946099475023399,0.11860161274671555,0.11860161274671555,21660800
1981-01-05,0.11602352559566498,0.11645320525576931,0.11602352559566498,0.11645320525576931,35728000
1981-01-06,0.11086652427911758,0.11129621556173967,0.11086652427911758,0.11129621556173967,45158400
1981-01-07,0.10614001005887985,0.10656970156604204,0.10614001005887985,0.10656970156604204,55686400
1981-01-08,0.10399147123098373,0.10442115083277595,0.10399147123098375,0.10442115083277595,39827200
1981-01-09,0.10957743227481842,0.11000712344124673,0.10957743227481842,0.10957743227481842,21504000
1981-01-12,0.10871809720993042,0.10957746835106967,0.10871809720993042,0.10957746835106967,23699200
1981-01-13,0.10485085099935532,0.10528054211304619,0.10485085099935532,0.10528054211304619,23049600
1981-01-14,0.10528060793876648,0.10571029932111789,0.10528060793876648,0.10528060793876648,14291200
1981-01-15,0.10742903500795364,0.10828840615106922,0.10742903500795364,0.10742903500795364,14067200
1981-01-16,0.10656964778900146,0.10699933907933337,0.10656964778900146,0.10699933907933337,13395200
1981-01-19,0.11301498115062714,0.11344467247861957,0.11301498115062714,0.11301498115062714,41574400
1981-01-20,0.10957743227481842,0.11000712344124673,0.10957743227481842,0.11000712344124673,30083200
1981-01-21,0.11172585934400558,0.11258523006923575,0.11172585934400558,0.11172585934400558,15904000
1981-01-22,0.11301498115062714,0.11387436380661199,0.11301498115062714,0.11301498115062714,35548800
1981-01-23,0.11258524656295776,0.11344462888873415,0.11258524656295776,0.11301493772584595,11222400
1981-01-26,0.11086652427911758,0.11129621556173967,0.11086652427911758,0.11129621556173967,24640000
1981-01-27,0.1100071370601654,0.11086650802476382,0.11000713706016542,0.11086650802476382,23699200
1981-01-28,0.10656964778900146,0.10699933907933337,0.10656964778900146,0.10699933907933337,28156800
1981-01-29,0.10270244628190994,0.10313213756034548,0.10270244628190996,0.10313213756034548,43904000
1981-01-30,0.09711572527885437,0.09797510783567506,0.09711572527885437,0.09797510783567506,46188800
1981-02-02,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09195946465181216,23766400
1981-02-03,0.0949673056602478,0.09539699126388056,0.0949673056602478,0.0949673056602478,19152000
1981-02-04,0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174,27865600
1981-02-05,0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174,7929600
1981-02-06,0.09883444011211395,0.09926413122181309,0.09883444011211395,0.09883444011211395,13865600
1981-02-09,0.09367822110652924,0.09453759790188195,0.09367822110652924,0.09453759790188195,16755200
1981-02-10,0.09367822110652924,0.09410791237286842,0.09367822110652924,0.09367822110652924,18345600
1981-02-11,0.09067042917013168,0.09110011481277976,0.09067042917013168,0.09110011481277976,13843200
1981-02-12,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.09024071224961855,14560000
1981-02-13,0.08766181766986847,0.08852119449396886,0.08766181766986847,0.08852119449396886,11155200
1981-02-17,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,12275200
1981-02-18,0.09367822110652924,0.09453759790188195,0.09367822110652924,0.09367822110652924,19241600
1981-02-19,0.08809145539999008,0.08852114644748044,0.08809145539999008,0.08852114644748044,22310400
1981-02-20,0.08336494117975235,0.08379463249979507,0.08336494117975235,0.08379463249979507,24371200
1981-02-23,0.08465401083230972,0.0850837021887315,0.08465401083230972,0.08465401083230972,14112000
1981-02-24,0.08164619654417038,0.08250557354344874,0.08164619654417038,0.08250557354344874,16979200
1981-02-25,0.0868024155497551,0.08723210096792319,0.0868024155497551,0.0868024155497551,19488000
1981-02-26,0.08809145539999008,0.08852114644748044,0.08809145539999008,0.08809145539999008,10841600
